Verb,FrameNo,SubFrameNo,Sem,ConstrIndex,Constr,ConstrName,Example,ConstrPattern,Synopsis,Features,FrameNetFrame,MatchEvaluation,Suggestion,Other links
извлечь,1,1,,3957,извлечь 1.1,1.1_Сначала фокусник извлек из шляпы куриное яйцо.,Сначала фокусник извлек из шляпы куриное яйцо. Парень извлек из чемодана рубаху [дорожный завтрак]. Хирург извлек из раны осколок [пулю].,Snom V Sacc {ADV / PRоткуда + Sx},1,НВ извлекать,Taking,TooGeneral,,
изображать,3,1,,3992,изображать 3.1,3.1_И я изобразил Чарли Чаплина.,"Съемочная группа наняла нас в качестве статистов - мы должны были изображать голодную толпу. Отец солировал, а дети изображали хор.",Snom V Sacc,3. &amp;lt;преим. НВ&amp;gt;,СВ изобразить; преим. НВ,Cause_to_perceive,TooGeneral,,
интересовать,1,1,,4007,интересовать 1.1,1.1_Что вас интересует?,Что вас интересует? Его ничего не интересует. Моего сына интересует техника [древняя история].,Snom V Sacc,,СВ нет,Experiencer_obj,TooGeneral,,
исполнить,1,1,,4033,исполнить 1.1,"1.1_Солдат, не исполнивший приказа, отдается под суд.","Солдат, не исполнивший приказа, отдается под суд. Вы не исполнили своего обещания [данного вам поручения, моего требования]. Я только исполняю свой сыновний долг [свою прямую обязанность].",Snom V Sacc,1,НВ исполнять,Intentionally_act,TooGeneral,,
исполниться,2,1,,4040,исполниться 2.1,"2.1_Вчера исполнилось три недели, как я начал лечение.","Завтра [через три дня] исполняется столетие нашего института. Вчера исполнилось три недели с тех пор, как я начал лечение.",Snom V {ADV / PR + Sx},2,НВ исполняться,Age,TooGeneral,,"(В англ. такие смыслы выражаются формами глагола to be, turn?.)"
испытать,2,1,,4051,испытать 2.1,"2.1_Я испытал однажды ее чары, с меня довольно.","Я испытал однажды ее чары, с меня довольно. В ту же секунду он испытал страшный удар.",Snom V Sacc,2,НВ испытывать,Perception_experience,TooGeneral,,
капать,1,1,,4088,капать 1.1,1.1_Дождь капает.,Дождь капает.,Snom V,1,СВ нет,Fluidic_motion,TooGeneral,,
определить,1,1,ментальный,5627,определить 1.1,1.1_Археологи все еще определяют возраст находки.,Археологи все еще определяют возраст находки. Врачи затруднялись определить ее болезнь. Геодезисты определили расстояние между горными хребтами.,Snom V Sacc,1,НВ определять,Coming_to_believe,TooGeneral,,
определить,7,1,ментальный,17679,определить 7.1,7.1_Человек мог определить свою судьбу с Богом или без Него,Человек мог определить свою судьбу с Богом или без Него,Snom V {Sacc / что + CL / Rel + CL / CL} с + Sins,,НВ определять,Deciding,TooGeneral,,
арестовать,2,1,,1009,арестовать 2.1,2.1_Полиция арестовала имущество редакции.,Полиция арестовала имущество редакции [весь вечерний выпуск газеты].,Snom V Sacc,2. <устар.>,НВ <редк.> арестовывать,Taking,TooSpecific,,
беречь,2,1,,1066,беречь 2.1,2.1_Она не умела беречь время.,"Она не умела беречь время [деньги]. Береги патроны, а то отстреливаться будет нечем. Продукты надо беречь, чтобы хватило на зиму. Пластинок было мало, их берегли. Он старался сберечь каждую копейку.",Snom V Sacc,2. <расходовать экономно>,СВ сберечь,Retaining,TooSpecific,,
беречься,1,1,,1069,беречься 1.1,1.1_Берегись!,Берегись [берегитесь]! Здесь глубоко!,Snom V,,СВ нет,Warning,TooSpecific,,
бить,8,1,физическое воздействие,1120,бить 8.1,8.1_Солнце било в чисто промытые окна.,Солнце било в чисто промытые окна. Яркий свет бьет в глаза. Запах красок [бензина] бил в нос. Вино било в голову.,Snom V в + Sacc,8,СВ нет,Light_movement,TooSpecific,,
